,root-Environmental-Aquatic-Freshwater-Groundwater,root-Environmental-Aquatic-Freshwater-Lake,root-Environmental-Aquatic-Marine-Coastal,root-Environmental-Aquatic-Marine-Cold_seeps,root-Environmental-Aquatic-Marine-Hydrothermal_vents,root-Environmental-Aquatic-Marine-Intertidal_zone,root-Environmental-Aquatic-Marine-Marginal_Sea,root-Environmental-Aquatic-Marine-Neritic_zone,root-Environmental-Aquatic-Marine-Oceanic,root-Environmental-Aquatic-Marine-Oil_contaminated_sediment,root-Environmental-Aquatic-Marine-Oil_seeps,root-Environmental-Aquatic-Marine-Pelagic,root-Environmental-Aquatic-Marine-Sediment,root-Environmental-Aquatic-Marine-Volcanic,root-Environmental-Aquatic-Marine-Wetlands,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Alkaline,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Hypersaline,root-Environmental-Aquatic-Non_marine_Saline_and_Alkaline-Salt_crystallizer_pond,root-Environmental-Aquatic-Thermal_springs-Sediment,root-Environmental-Terrestrial-Soil-Agricultural,root-Environmental-Terrestrial-Soil-Boreal_forest,root-Environmental-Terrestrial-Soil-Contaminated,root-Environmental-Terrestrial-Soil-Crop,root-Environmental-Terrestrial-Soil-Desert,root-Environmental-Terrestrial-Soil-Forest_soil,root-Environmental-Terrestrial-Soil-Grasslands,root-Environmental-Terrestrial-Soil-Loam,root-Environmental-Terrestrial-Soil-Permafrost,root-Environmental-Terrestrial-Soil-Sand,root-Environmental-Terrestrial-Soil-Tropical_rainforest,root-Environmental-Terrestrial-Soil-Uranium_contaminated,root-Environmental-Terrestrial-Soil-Wetlands,root-Host_associated-Human-Skin-Foot,root-Host_associated-Human-Skin-Hand,root-Host_associated-Human-Skin-Nose,root-Host_associated-Human-Skin-Skin,root-Host_associated-Mammals-Digestive_system-Fecal,root-Host_associated-Mammals-Digestive_system-Foregut,root-Host_associated-Mammals-Digestive_system-Large_intestine,root-Host_associated-Mammals-Digestive_system-Oral_cavity,root-Host_associated-Mammals-Digestive_system-Stomach,root-Host_associated-Plants-Phylloplane-Endophytes,root-Host_associated-Plants-Rhizoplane-Endophytes,root-Host_associated-Plants-Rhizosphere-Epiphytes,root-Host_associated-Plants-Rhizosphere-Forest_soil,root-Host_associated-Plants-Rhizosphere-Soil
examples/Contamination/data/tsvs/sinks/root/ERR503438.tsv,0.0031721592,0.006659925,0.00043046474,8.940697e-08,1.7881393e-07,3.33786e-06,1.6093254e-06,4.5001507e-06,3.0964613e-05,6.3478947e-06,5.662441e-07,1.7881393e-07,0.00021487474,0.0,4.3809414e-06,0.0,6.28829e-06,0.00014391541,3.734231e-05,6.851554e-05,2.0563602e-06,5.9604645e-08,0.0,2.9802322e-08,9.745359e-06,1.2278557e-05,0.0,4.4703484e-06,1.1920929e-07,2.3841858e-07,2.9802322e-07,1.1920929e-06,0.13180164,0.48711732,0.0636774,0.03140512,6.6399574e-05,5.066395e-07,0.00020065904,3.8444996e-06,0.00030994415,3.6746264e-05,0.00035870075,0.0,2.2351742e-06,2.8312206e-06
examples/Contamination/data/tsvs/sinks/root/ERR504345.tsv,0.00027164817,0.0012281239,7.8082085e-06,0.0,0.0,4.172325e-07,2.0861626e-07,1.4603138e-06,7.1525574e-07,1.3798475e-05,2.3841858e-07,0.0,0.00029182434,0.0,3.516674e-06,0.0,1.6510487e-05,8.919835e-05,2.4437904e-06,8.0764294e-05,2.9802322e-07,3.5762787e-07,0.0,2.682209e-07,7.814169e-05,2.4467707e-05,0.0,1.758337e-06,0.0,5.9604645e-08,2.9802322e-08,2.2947788e-06,0.26756233,0.37655935,0.13063896,0.088397324,2.2530556e-05,7.4505806e-07,5.7697296e-05,9.924173e-06,0.00042295456,2.0861626e-07,2.5331974e-05,0.0,3.9041042e-06,3.6656857e-06
examples/Contamination/data/tsvs/sinks/root/ERR503088.tsv,0.0040790737,0.031076103,6.9737434e-05,2.9802322e-08,0.0,1.1920929e-07,5.066395e-07,1.1920929e-07,2.6226044e-06,1.5854836e-05,1.1920929e-07,0.0,0.00010216236,0.0,3.5762787e-06,0.0,1.0102987e-05,0.00021904707,9.033084e-05,0.0016740859,1.1026859e-06,2.3841858e-07,5.9604645e-08,2.682209e-07,0.00032803416,0.0003105104,0.0,1.3232231e-05,0.0,1.758337e-06,8.940697e-08,3.9339066e-05,0.12879252,0.1360372,0.7387753,0.019432038,2.771616e-05,2.3841858e-07,3.4481287e-05,2.6524067e-06,0.001654774,5.8710575e-06,2.9057264e-05,0.0,4.082918e-06,0.000336349
examples/Contamination/data/tsvs/sinks/root/ERR503216.tsv,4.1931868e-05,0.00013530254,1.1920929e-06,0.0,2.9802322e-08,2.9802322e-07,8.940697e-08,6.0796738e-06,4.172325e-07,1.3589859e-05,1.4901161e-07,2.9802322e-08,0.0004824698,0.0,2.3245811e-06,0.0,2.0891428e-05,4.518032e-05,4.172325e-07,1.707673e-05,3.5762787e-07,9.536743e-07,0.0,7.748604e-07,8.4638596e-05,1.4871359e-05,0.0,7.748604e-07,0.0,0.0,0.0,4.4703484e-07,0.4260999,0.38149032,0.02300495,0.111581266,7.763505e-05,1.1026859e-06,0.0001629293,2.8580427e-05,0.00037518144,0.0,1.6599894e-05,2.9802322e-08,4.142523e-06,4.172325e-07
examples/Contamination/data/tsvs/sinks/root/ERR503101.tsv,0.0016815066,0.01516518,0.0001359582,2.3841858e-07,2.0861626e-07,2.6971102e-05,4.887581e-06,5.7816505e-06,1.6361475e-05,4.61936e-06,3.5762787e-07,5.9604645e-08,0.00027531385,1.7881393e-07,3.695488e-06,8.940697e-08,1.6391277e-06,4.0501356e-05,0.00062194467,0.0003489256,1.4394522e-05,8.940697e-08,1.4901161e-07,8.940697e-08,6.5237284e-05,3.2007694e-05,5.9604645e-08,5.1230192e-05,2.0861626e-07,5.364418e-07,1.2814999e-06,4.4703484e-07,0.1096873,0.18990332,0.0044278204,0.0032528937,0.0020988584,1.1920929e-07,0.0042918026,4.5001507e-06,0.00021401048,6.6906214e-05,0.000110030174,0.0,3.5762787e-07,1.3709068e-06
examples/Contamination/data/tsvs/sinks/root/ERR503560.tsv,0.0012131035,0.005494088,5.7816505e-05,2.9802322e-08,0.0,8.34465e-07,1.013279e-06,7.748604e-07,4.4107437e-06,2.6345253e-05,2.0861626e-07,0.0,0.0004119873,0.0,8.761883e-06,0.0,3.644824e-05,0.0002194345,6.812811e-05,0.00083214045,4.7683716e-07,2.0861626e-07,0.0,5.9604645e-08,0.00032532215,9.188056e-05,0.0,1.7255545e-05,2.9802322e-08,1.3709068e-06,0.0,2.348423e-05,0.22674981,0.19749978,0.5322004,0.040388137,2.8759241e-05,2.0861626e-07,1.963973e-05,3.6358833e-06,0.00073865056,7.1525574e-07,2.065301e-05,0.0,6.467104e-06,0.00019878149
examples/Contamination/data/tsvs/sinks/root/ERR503025.tsv,0.0005633235,0.00076428056,8.496642e-05,1.7285347e-06,8.046627e-07,1.1920929e-07,0.0,0.0,8.6426735e-07,0.0007402599,6.2584877e-07,0.0,8.377433e-05,0.0,8.6426735e-07,0.0,0.00018307567,5.1170588e-05,6.645918e-06,0.00068098307,2.3841858e-07,1.4901161e-07,3.784895e-06,5.9604645e-08,9.280443e-05,0.001690954,0.0,2.2619963e-05,0.0,1.4305115e-05,0.0,0.00020560622,0.001419723,0.0042800307,0.9987258,0.00042369962,0.0003837049,1.8775463e-06,1.3709068e-06,1.7881393e-07,0.0005258024,6.645918e-06,3.46601e-05,8.940697e-08,9.045005e-05,0.0005875826
examples/Contamination/data/tsvs/sinks/root/ERR503836.tsv,0.0008419752,0.0040811896,4.2259693e-05,0.0,3.5762787e-07,1.6093254e-06,6.2584877e-07,4.2021275e-06,1.49309635e-05,9.1701746e-05,5.364418e-07,0.0,0.0003285408,5.9604645e-08,1.975894e-05,0.0,6.374717e-05,0.00012382865,0.00011625886,0.0008575916,1.4305115e-06,5.066395e-07,4.172325e-07,4.4703484e-07,0.00034800172,0.00031739473,0.0,9.7095966e-05,0.0,2.771616e-06,2.682209e-07,2.2500753e-05,0.13835606,0.10745433,0.7000464,0.016691208,0.00040519238,4.4703484e-07,0.00031882524,3.7550926e-06,0.00084897876,1.1026859e-06,5.0663948e-05,2.9802322e-08,6.3180923e-06,9.551644e-05
examples/Contamination/data/tsvs/sinks/root/ERR503332.tsv,0.00031611323,0.0007722974,0.122672856,2.9802322e-07,2.115965e-06,3.3199787e-05,0.0001527071,0.00023704767,0.01533103,2.7865171e-05,6.6161156e-06,8.499622e-05,0.0015868247,2.682209e-07,3.3140182e-05,0.0,1.4603138e-06,0.00022447109,0.00012683868,1.1891127e-05,1.6093254e-06,5.9604645e-08,0.0,0.0,5.9604645e-07,1.1920929e-07,0.0,2.0623207e-05,9.23872e-07,1.4305115e-06,5.877018e-05,0.0,0.48421863,0.42954823,5.5283308e-05,0.2926734,1.54078e-05,6.2584877e-07,0.0004093647,1.1444092e-05,3.0428171e-05,3.2156706e-05,0.0137833655,0.0,5.066395e-07,0.0
examples/Contamination/data/tsvs/sinks/root/ERR504339.tsv,0.0005260408,0.0028992593,1.8924475e-05,0.0,0.0,1.0430813e-06,7.748604e-07,2.771616e-06,3.7252903e-06,1.1354685e-05,2.3841858e-07,0.0,0.00031149387,0.0,5.722046e-06,0.0,1.8000603e-05,0.000110358,2.0056963e-05,0.00015175343,7.4505806e-07,3.5762787e-07,0.0,1.7881393e-07,0.00016382337,4.130602e-05,0.0,1.2546778e-05,0.0,1.7881393e-07,5.9604645e-08,3.2484531e-06,0.3451584,0.29312852,0.14944702,0.037783474,0.00012743473,2.682209e-07,0.00017258525,7.987022e-06,0.00046756864,6.556511e-07,2.8520823e-05,0.0,2.4437904e-06,1.1026859e-05
